ind,CoinName,Algorithm,IsTrading,ProofType,TotalCoinsMined,TotalCoinSupply,TotalCoinSupply_orig,sort_orig
ISH,Interstellar Holdings,Scrypt,FALSE,PoS,0,1970000000,1970000000.00,830
GBX,GoByte,NeoScrypt,TRUE,PoW,5832306.875,31800000,31800000.00,831
CSTL,Castle,Quark,TRUE,DPoS,0,50000000,50000000.00,832
ICC,Insta Cash Coin,SHA-256,FALSE,PoW,0,300000000,300000000.00,833
ALQO,Alqo,Quark,FALSE,PoW/PoS,65269530.1,57879300,57879300.00,834
KNGN,KingN Coin,Scrypt,FALSE,PoW/PoS,,420000,420000.00,835
MAG,Magnet,X11,TRUE,PoW/PoS,38198594.83,144000000,144000000.00,836
TAU,Lamden Tau,DPoS,TRUE,DPoS,288090567.5,500000000,500000000.00,837
ECA,Electra,NIST5,TRUE,PoW/PoS,28399150208,30000000000,30000000000.00,838
BCD,Bitcoin Diamond,X13,TRUE,PoW/PoS,183534024.9,210000000,210000000.00,839
VOT,Votecoin,Equihash,TRUE,PoW,,220000000,220000000.00,840
XSH,SHIELD,Multiple,TRUE,PoW,481730566.6,660000000,660000000.00,841
BCO*,BridgeCoin,Scrypt,FALSE,PoW,0,27000000,27000000.00,842
DSR,Desire,NeoScrypt,TRUE,PoW,,22000000,22000000.00,843
MUT,Mutual Coin,Scrypt,FALSE,PoW/PoS,0,1000000000,1000000000.00,844
CNBC,Cash & Back Coin,Scrypt,TRUE,PoW/PoS,110976977.3,210000000,210000000.00,845
XUN,UltraNote,CryptoNight,TRUE,PoW,19281821413,85000000000,85000000000.00,846
MAN,People,Scrypt,TRUE,PoW,,7500000000,7500000000.00,847
ACHN,Achain,DPoS,TRUE,DPoS,,1000000000,1000000000.00,848
NRO,Neuro,SHA-256,FALSE,PoW/PoS,,20000000,20000000.00,849
SEND,Social Send,Quark,TRUE,PoW/PoS,,150000000,150000000.00,850
COAL,BitCoal,CryptoNight,TRUE,PoW,4500000,12500000,12500000.00,851
DAXX,DaxxCoin,Ethash,TRUE,PoW,520891780,10000000000,10000000000.00,852
BWK,Bulwark,NIST5,TRUE,PoS,13247178.88,27716121,27716121.00,853
BOXY,BoxyCoin,Scrypt,FALSE,PoW,5761512.81,100000000,100000000.00,854
SBTC,Super Bitcoin,SHA-256,TRUE,PoW,,21210000,21210000.00,855
KLKS,Kalkulus,Quark,TRUE,PoS,16955764.9,20000000,20000000.00,856
AC3,AC3,X11,TRUE,PoW,80316207,550000000,550000000.00,857
CHIPS,CHIPS,SHA-256,TRUE,PoW,0,21000000,21000000.00,858
LTHN,Lethean,CryptoNight-V7,TRUE,PoW,441250233.4,999481516,999481516.00,859
GER,GermanCoin,Scrypt,TRUE,PoW/PoS,4911500269,50000000000,50000000000.00,860
LTCU,LiteCoin Ultra,Scrypt,TRUE,PoW/PoS,8419402.321,150000000,150000000.00,861
STAK,Straks,Lyra2REv2,TRUE,PoW,,150000000,150000000.00,862
POP,PopularCoin,Scrypt,TRUE,PoW,3964201249,4999999999,4999999999.00,863
PNX,PhantomX,X11,TRUE,PoW/PoS,45174214.11,50000000,50000000.00,864
HBC,HomeBlockCoin,X11,FALSE,PoW/PoS,0,28000000,28000000.00,865
HTML,HTML Coin,SHA-256,TRUE,PoW/PoS,0,90000000000,90000000000.00,866
PHO,Photon,BLAKE256,TRUE,PoW,30089671531,90000000000,90000000000.00,867
SUCR,Sucre,X11,TRUE,PoW,4229040.504,19800000,19800000.00,868
ACCO,Accolade,Scrypt,FALSE,PoW/PoS,5573908,50000000,50000000.00,869
CPN,CompuCoin,Scrypt,TRUE,PoW,,35000000,35000000.00,870
XFT,Fantasy Cash,Scrypt,TRUE,PoW/PoS,0,4600000,4600000.00,871
OMGC,OmiseGO Classic,Scrypt,FALSE,PoW/PoS,49933217.75,70000000,70000000.00,872
ORE,Galactrum,Lyra2REv2,TRUE,PoW/PoS,,26280000,26280000.00,873
SPK,SparksPay,NeoScrypt,TRUE,PoW,7847417.334,21000000,21000000.00,874
GOA,GoaCoin,NeoScrypt,FALSE,PoW,3982139.246,32000000,32000000.00,875
WAGE,Digiwage,Quark,TRUE,PoS,27299680,120000000,120000000.00,876
GUN,GunCoin,NeoScrypt,TRUE,PoW,299797953,500000000,500000000.00,877
POLIS,PolisPay,X11,TRUE,PoW,,25000000,25000000.00,878
IRL,IrishCoin,Scrypt,TRUE,PoW,45483049.34,64000000,64000000.00,879
TROLL,Trollcoin,Scrypt,TRUE,PoW/PoS,591022748,900000000,900000000.00,880
LCP,Litecoin Plus,Scrypt,TRUE,PoW/PoS,2504486.228,4000000,4000000.00,881
TGCC,TheGCCcoin,X13,TRUE,PoW/PoS,,2400000000,2400000000.00,882
MONK,Monkey Project,X11,TRUE,PoS,4407252,21000000,21000000.00,883
KZC,KZCash,X11,TRUE,PoW,,18000000,18000000.00,884
WCG,World Crypto Gold,SHA-256,TRUE,Proof of Stake,,900000000,900000000.00,885
ECC,ECC,Scrypt,FALSE,PoS,25000000000,25000000000,25000000000.00,886
STN,Steneum Coin,Scrypt,TRUE,PoW,,20000000,20000000.00,887
PCOIN,Pioneer Coin,X11,TRUE,PoW,8478104.34,23000000,23000000.00,888
UBTC,UnitedBitcoin,SHA-256,TRUE,PoW,20166000,20166000,20166000.00,889
ITZ,Interzone,C11,TRUE,PoW,11916588.09,23000000,23000000.00,890
XBP,Black Pearl Coin,X13,TRUE,PoW/PoS,,50000000,50000000.00,891
SGL,Sigil,NeoScrypt,FALSE,PoW,0,50000000,50000000.00,892
OPC,OP Coin,Scrypt,TRUE,PoW/PoS,0,2000000000,2000000000.00,893
SHA,Shacoin,SHA-256,TRUE,PoS,,350000000,350000000.00,894
BTW,BitWhite,DPoS,TRUE,DPoS,,60000000,60000000.00,895
CROAT,Croat,CryptoNight,TRUE,PoW,,100467441,100467441.00,896
VAL,Valorbit,Scrypt,TRUE,PoW/PoS,0,9.22E+16,92200000000000000.00,897
TPAY,TokenPay,POS 3.0,TRUE,PoS,20445861.53,25000000,25000000.00,898
CVNG,Crave-NG,SHA-256,TRUE,PoS,,1000000000,1000000000.00,899
MCT,1717 Masonic Commemorative Token,Ethash,TRUE,PoS,1618033,1618033,1618033.00,900
CWIS,Crypto Wisdom Coin,Scrypt,FALSE,PoW,17630550.21,24000000,24000000.00,901
MBC,My Big Coin,Scrypt,TRUE,PoW and PoS,9399342.528,30000000,30000000.00,902
WOBTC,WorldBTC,Scrypt,FALSE,PoW/PoS,,210000000,210000000.00,903
TRTL,TurtleCoin,CryptoNight,TRUE,PoW,53139835214,1.00E+12,1000000000000.00,904
NDLC,NeedleCoin,X11,FALSE,PoS/PoW,,120000000,120000000.00,905
MUN,MUNcoin,SkunkHash,TRUE,PoW,4818338.989,16600000,16600000.00,906
USX,Unified Society USDEX,Scrypt,TRUE,PoW/PoS,234846265.8,232000000,232000000.00,907
BCA,Bitcoin Atom,SHA-256,TRUE,PoW/PoS,,21000000,21000000.00,908
B2X,SegWit2x,X11,TRUE,PoW/PoS,,21000000,21000000.00,909
NBR,Niobio Cash,CryptoNight,TRUE,PoW,133932467.8,336000000,336000000.00,910
SCOOBY,Scooby coin,Scrypt,TRUE,PoW/PoS,,21000000,21000000.00,911
BUN,BunnyCoin,Scrypt,TRUE,PoW,,1.00E+11,100000000000.00,912
BSR,BitSoar Coin,X11,FALSE,PoS,3680297312,3980000000,3980000000.00,913
SKULL,Pirate Blocks,X11,TRUE,PoW/PoS,,240000000,240000000.00,914
BTCP,Bitcoin Private,Equihash,TRUE,PoW,0,21000000,21000000.00,915
SKC,Skeincoin,Skein,TRUE,PoW,0,17000000,17000000.00,916
KRM,Karma,Groestl,TRUE,PoS,,3000000000,3000000000.00,917
CDY,Bitcoin Candy,Equihash,TRUE,PoW,,21000000000,21000000000.00,918
SSS,ShareChain,Scrypt,TRUE,PoW,10000000000,10000000000,10000000000.00,919
CRDNC,Credence Coin,SHA-256,FALSE,PoW/PoS,3427006,25000000,25000000.00,920
TRF,Travelflex,Dagger,TRUE,PoW,107325266,100000000,100000000.00,921
KREDS,KREDS,Lyra2REv2,TRUE,PoW,643795911.5,1100000000,1100000000.00,922
VULC,Vulcano,NIST5,TRUE,PoS/PoW,,421126225,421126225.00,923
TOKC,Tokyo Coin,X13,TRUE,PoS,230298925,800000000,800000000.00,924
BBP,BiblePay,Proof-of-BibleHash,TRUE,POBh,1772091550,5200000000,5200000000.00,925
LCC,LitecoinCash,SHA-256 + Hive,TRUE,PoW + Hive,638382332.2,840000000,840000000.00,926
FLIP,BitFlip,Scrypt,TRUE,PoW,12446100,40000000,40000000.00,927
LOT,LottoCoin,Scrypt,TRUE,PoW,14491014421,18406979840,18406979840.00,928
FUNK,Cypherfunks Coin,Scrypt,TRUE,PoW,,49275000000,49275000000.00,929
LEAF,LeafCoin,Scrypt,TRUE,PoW,0,21000000000,21000000000.00,930
BASHC,BashCoin,Skein,FALSE,PoW/PoS,11661844.47,72000000,72000000.00,931
DGM,DigiMoney,X11,FALSE,PoW/PoS,3521630,25000000,25000000.00,932
CBS,Cerberus,NeoScrypt,TRUE,PoW,0,31500000,31500000.00,933
BTCH,Bitcoin Hush,Equihash,TRUE,PoW,0,21000000,21000000.00,934
LIZ,Lizus Payment,Skein,FALSE,PoW/PoS,2985971,69000000,69000000.00,935
CIF,Crypto Improvement Fund,X11,TRUE,PoW,211297638.5,500000000,500000000.00,936
SPD,Stipend,C11,TRUE,PoW/PoS,11251342.19,19340594,19340594.00,937
POA,Poa Network,Proof-of-Authority,TRUE,PoA,204479039,252460800,252460800.00,938
PUSHI,Pushi,X11,TRUE,PoW/PoS,2167827.1,25000000,25000000.00,939
POKER,PokerCoin,Scrypt,FALSE,PoS/PoW,0,466666667,466666667.00,940
ELP,Ellerium,XEVAN,TRUE,PoW/PoS,419275.38,60000000,60000000.00,941
VLX,Velox,Scrypt,TRUE,PoS,25570013.13,124000000,124000000.00,942
ONT,Ontology,VBFT,TRUE,PoS,650848625,1000000000,1000000000.00,943
CLO,Callisto Network,Ethash,TRUE,PoW,247612453,6500000000,6500000000.00,944
CRU,Curium,X11,TRUE,PoW,0,22000000,22000000.00,945
ELIC,Elicoin,YescryptR16,TRUE,PoW,,10000000,10000000.00,946
TUBE,BitTube,CryptoNight,TRUE,PoW,80049082.91,1000000000,1000000000.00,947
DIN,Dinero,NeoScrypt,TRUE,PoW,0,100000000,100000000.00,948
PSD,Poseidon,Scrypt,TRUE,PoW,4070212.149,21000000,21000000.00,949
LELE,Lelecoin,Curve25519,TRUE,PoS,,1000000000,1000000000.00,950
AKA,Akroma,Ethash,TRUE,PoW,,100000000,100000000.00,951
MANNA,Manna,SHA-256,FALSE,PoW,2360478329,10044655076,10044655076.00,952
ADK,Aidos Kuneen,IMesh,TRUE,PoW,25000000,25000000,25000000.00,953
SERA,Seraph,PHI1612,FALSE,PoW/PoS,1360250,32000000,32000000.00,954
AET,AfterEther,Ethash,FALSE,PoW,,200000000,200000000.00,955
CMOS,Cosmo,Quark,FALSE,PoW,8928876.686,11892000,11892000.00,956
REDN,Reden,X16S,FALSE,PoW,0,14000000,14000000.00,957
TLP,TulipCoin,Scrypt,TRUE,PoW/PoS,,5250000000,5250000000.00,958
BSX,Bitspace,NIST5,TRUE,PoW/PoS,13787854.63,50000000,50000000.00,959
FNO,Fonero,PHI1612,TRUE,PoW,,18400000,18400000.00,960
XSG,Snowgem,Equihash,TRUE,PoW,0,84096000,84096000.00,961
CVTC,CavatCoin,DPoS,FALSE,DPoS,,21000000,21000000.00,962
XTL,Stellite,CryptoNight,FALSE,PoW,,21000000000,21000000000.00,963
BRIA,Briacoin,Scrypt,TRUE,PoW/PoS,845637.8135,3000000,3000000.00,964
IC,Ignition,Scrypt,TRUE,PoW/PoS,1182153.5,5000000,5000000.00,965
MNB,MoneyBag,X11,FALSE,PoS,,50000000,50000000.00,966
BTL,Bitrolium,Equihash,TRUE,PoW,71355477,70000000,70000000.00,967
BCI,Bitcoin Interest,Equihash,TRUE,PoW,0,22300000,22300000.00,968
MEDIC,MedicCoin,Scrypt,TRUE,PoS,267297676.3,500000000,500000000.00,969
FLM,FOLM coin,PHI1612,FALSE,PoW,0,23001916,23001916.00,970
ALPS,Alpenschillling,Lyra2Z,TRUE,PoW,27340501.65,300000000,300000000.00,971
ZEL,Zelcash,Equihash,TRUE,PoW/PoS,0,210000000,210000000.00,972
BITG,Bitcoin Green,Green Protocol,TRUE,PoS,9803691.362,21000000,21000000.00,973
DEV,Deviant Coin,PoS,TRUE,PoS,21876586.85,88000000,88000000.00,974
ABJ,Abjcoin,Scrypt,TRUE,PoW/PoS,9880502.372,30000000,30000000.00,975
RAP,Rapture,NeoScrypt,FALSE,PoW,4478901.292,21000000,21000000.00,976
ANI,Animecoin,Quark,TRUE,PoW,,1976000000,1976000000.00,977
PHC,Profit Hunters Coin,Scrypt,TRUE,PoW/PoS,0,100000000,100000000.00,978
SEM,Semux,Semux BFT consensus,TRUE,DPoS,1231147,100000000,100000000.00,979
BBK,BitBlocks,Scrypt,TRUE,PoW/PoS,0,500000000,500000000.00,980
UWC,Uwezocoin,Scrypt,FALSE,PoW,0,840000000,840000000.00,981
FTO,FuturoCoin,X11,TRUE,PoW,31801461.19,100000000,100000000.00,982
CARE,Carebit,Quark,TRUE,PoW/PoS,139739596.5,200000000,200000000.00,983
NZL,Zealium,PoS,TRUE,PoS,11075254.09,80000000,80000000.00,984
XMC,Monero Classic,CryptoNight,TRUE,PoW,16016864,18400000,18400000.00,985
TIPS,FedoraCoin,Scrypt,TRUE,PoW,,5.00E+11,500000000000.00,986
CHARM,Charm Coin,NeoScrypt,TRUE,PoW,,250000000,250000000.00,987
PROTON,Proton,X16R,TRUE,PoS,4403800,45000000,45000000.00,988
DERO,Dero,CryptoNight,TRUE,PoW,,18400000,18400000.00,989
DEAL,iDealCash,Scrypt,TRUE,PoW/PoS,1404157529,5121951220,5121951220.00,990
JUMP,Jumpcoin,NIST5,TRUE,PoW,21069346.25,21000000,21000000.00,991
INFX,Infinex,Lyra2RE,TRUE,PoW,5097689.711,26280000,26280000.00,992
XBI,Bitcoin Incognito,XEVAN,TRUE,PoS/PoW,10904963.09,21000000,21000000.00,993
KEC,KEYCO,Tribus,TRUE,PoW,795447,18000000,18000000.00,994
SABR,SABR Coin,Scrypt,TRUE,PoW/PoS,,133100000,133100000.00,995
HWC,HollyWoodCoin,Scrypt,TRUE,PoS,38706809.47,26000000,26000000.00,996
GIN,GINcoin,Lyra2Z,TRUE,PoW,6986399.704,10500000,10500000.00,997
XMV,MoneroV,CryptoNight,TRUE,PoW,,256000000,256000000.00,998
PAR,Parlay,Scrypt,FALSE,PoS,3783270,30000000,30000000.00,999
LTCC,Listerclassic Coin,Scrypt,FALSE,PoW/PoS,8094818.389,110000000,110000000.00,1000
AMX,Amero,NeoScrypt,TRUE,PoW/PoS,,15000000,15000000.00,1001
PLTC,PlatinCoin,CryptoNight,TRUE,PoW,84300,600000518,600000518.00,1002
KNG,BetKings,X11,FALSE,PoS,11359634.65,8148139,8148139.00,1003
COG,Cognitio,SHA-256D,FALSE,PoW/PoS,658584.4616,7500000,7500000.00,1004
BEN,BitCOEN,SHA-256,TRUE,Limited Confidence Proof-of-Activity ,,100000000,100000000.00,1005
LOKI,Loki,CryptoNight Heavy,TRUE,PoW,19153632,150000000,150000000.00,1006
NCP,Newton Coin,CryptoNight,TRUE,PoW,41294520017,1.84E+11,184000000000.00,1007
STAX,Staxcoin,Scrypt,TRUE,PoW/PoS,,43500000,43500000.00,1008
MRN,Mercoin,Scrypt,FALSE,PoW/PoS,25330252.32,100000000,100000000.00,1009
SIC,Swisscoin,Scrypt,TRUE,PoW/PoS,10200000000,10200000000,10200000000.00,1010
EXCC,ExchangeCoin,Equihash,FALSE,PoW,0,32000000,32000000.00,1011
REL,Reliance,X11,FALSE,PoS,7256580,62000000,62000000.00,1012
BTCN,BitcoiNote,CryptoNight,TRUE,PoW,,21000000,21000000.00,1013
XT3,Xt3ch,Scrypt,TRUE,PoS,7630000.015,44000000,44000000.00,1014
MGD,MassGrid,Jump Consistent Hash,TRUE,PoW,135862416,168000000,168000000.00,1015
VIG,TheVig,SHA-256D,TRUE,PoW/PoS,33238183.72,100000000,100000000.00,1016
PLURA,PluraCoin,CryptoNight,TRUE,PoW,560085952.4,1000000000,1000000000.00,1017
EMAR,EmaratCoin,Scrypt,TRUE,PoW/PoS,21599339.67,84000000,84000000.00,1018
XTNC,XtendCash,Wild Keccak,FALSE,PoW,,100000000,100000000.00,1019
ROE,Rover Coin,X11,TRUE,PoW/PoS,,60000000,60000000.00,1020
LTCP,LitecoinPro,Scrypt,TRUE,PoW,,17500000,17500000.00,1021
DKD,Dekado,X15,TRUE,PoS,30284196.37,90000000,90000000.00,1022
LYNX,Lynx,Scrypt,TRUE,HPoW,77872059788,92000000000,92000000000.00,1023
POSQ,Poseidon Quark,Quark,TRUE,PoS,2716264.953,650000000,650000000.00,1024
YCE,MYCE,Scrypt,FALSE,PoW/PoS,63613903.88,250000000,250000000.00,1025
ARO,Arionum,SHA-512,FALSE,PoW,60045900,545399000,545399000.00,1026
BWS,BitcoinWSpectrum,SHA-256,TRUE,PoS,57811001,100262205,100262205.00,1027
BTCC,Bitcoin Core,SHA-256,TRUE,PoW,,21000000,21000000.00,1028
GOLF,GolfCoin,SHA-256D,FALSE,PoW/PoS,0,1713134800,1713134800.00,1029
MUSE,Muse,DPoS,TRUE,PoS,18194936,18081806,18081806.00,1030
XMN,Motion,X16R,TRUE,PoW,8125865.021,22075700,22075700.00,1031
PLUS1,PlusOneCoin,HMQ1725,TRUE,PoW,8645406.168,21000000,21000000.00,1032
AXE,Axe,X11,TRUE,PoW,4993030.697,21000000,21000000.00,1033
GMCN,GambleCoin,Scrypt,FALSE,PoS,8240763.495,15600000,15600000.00,1034
TRVC,Trivechain,X16R,TRUE,PoW/PoS,36923120.62,82546564,82546564.00,1035
DTEM,Dystem,Quark,TRUE,PoS,7082392.247,21000000,21000000.00,1036
GIC,Giant,Quark,TRUE,PoW/PoS,5919489.768,5151000,5151000.00,1037
PNY,Peony Coin,Scrypt,TRUE,PoS,1042012.452,16880000000,16880000000.00,1038
SAFE,SafeCoin,Zhash,TRUE,PoW/PoS,0,36000000,36000000.00,1039
ABS,Absolute Coin,Lyra2REv2,TRUE,PoW/PoS,13332617.94,52500000,52500000.00,1040
VITAE,Vitae,Quark,TRUE,PoS,66053877.63,100000000,100000000.00,1041
BSPM,Bitcoin Supreme,Scrypt,TRUE,PoS,,21000000,21000000.00,1042
XGS,GenesisX,XEVAN,FALSE,PoS,0,19000000,19000000.00,1043
BIM,BitminerCoin,CryptoNight,FALSE,PoW,0,50000000,50000000.00,1044
HEX,HexCoin,Scrypt,TRUE,PoW,1416663.066,22105263,22105263.00,1045
DEI,Deimos,Scrypt,FALSE,PoW,269143950.6,1000000000,1000000000.00,1046
TPC,TPCash,Scrypt,TRUE,PoW/PoS,5403802.496,1000000000,1000000000.00,1047
OYS,Oyster Platform,X11,FALSE,PoS,,25000000,25000000.00,1048
WEBC,Webchain,CryptoNight-V7,TRUE,PoW,15580199.31,1750000000,1750000000.00,1049
RYO,Ryo,Cryptonight-GPU,TRUE,PoW,4890897,88188888,88188888.00,1050
MUSD,MUSDcoin,Scrypt,TRUE,PoW/PoS,0,100000000,100000000.00,1051
URALS,Urals Coin,XEVAN,TRUE,PoW,14746153.1,210000000,210000000.00,1052
QWC,Qwertycoin,CryptoNight Heavy,TRUE,PoW,99553110529,1.84E+11,184000000000.00,1053
BITN,Bitcoin Nova,CryptoNight,FALSE,PoW,484454200,1000000000,1000000000.00,1054
ARE,ARENON,X11,TRUE,PoS,19269509.94,55000000,55000000.00,1055
DACASH,DACash,X11,FALSE,PoW,26709236.76,50000000,50000000.00,1056
EUNO,EUNO,X11,TRUE,PoW/PoS,30771125.98,50000000,50000000.00,1057
MMO,MMOCoin,Scrypt,TRUE,PoS,107763867.9,260000000,260000000.00,1058
DASC,DasCoin,DPoS,TRUE,DPoS,,8589934592,8589934592.00,1059
KETAN,Ketan,PoS,TRUE,PoS,9327131.597,210000000,210000000.00,1060
NIX,NIX,Lyra2REv2,TRUE,PoW,0,175000000,175000000.00,1061
ITA,Italocoin,CryptoNight Heavy,FALSE,PoW,,18446744,18446744.00,1062
XSTC,Safe Trade Coin,Scrypt,TRUE,PoS,0,840000000,840000000.00,1063
PPAI,Project Pai,SHA-256,TRUE,PoW,2100000000,2100000000,2100000000.00,1064
MBLC,Mont Blanc,Scrypt,TRUE,PoS,0,70000000,70000000.00,1065
XDNA,XDNA,Keccak,TRUE,PoW/PoS,4672513.844,366000000,366000000.00,1066
PAXEX,PAXEX,X11,TRUE,PoS,4504639,100000000,100000000.00,1067
DIT,Ditcoin,CryptoNight,TRUE,PoW,,37000000,37000000.00,1068
AZART,Azart,X11,TRUE,PoW,5015881.373,25000000,25000000.00,1069
AOP,Averopay,Tribus,FALSE,PoW/PoS,1859475.61,36500000,36500000.00,1070
XAP,Apollon,Quark,TRUE,PoW/PoS,0,250000000,250000000.00,1071
TSC,ThunderStake,Scrypt,TRUE,PoW/PoS,1059954080,18000000000,18000000000.00,1072
SPLB,SimpleBank,NeoScrypt,FALSE,PoW/PoS,2381470.978,21000000,21000000.00,1073
HMN,Harvest Masternode Coin,Scrypt,TRUE,PoW/PoS,,10000000,10000000.00,1074
KCASH,Kcash,SHA-512,TRUE,Zero-Knowledge Proof,1000000000,1000000000,1000000000.00,1075
XCG,Xchange,X16R,TRUE,PoW,9753753.615,100000000,100000000.00,1076
AAC,Acute Angle Cloud,ECC 256K1,TRUE,DPOS,1000000000,1000000000,1000000000.00,1077
KST,StarKST,Scrypt,TRUE,PoW,,6000000000,6000000000.00,1078
AUK,Aukcecoin,Scrypt,TRUE,PoW/PoS,,80000000,80000000.00,1079
PLAN,Plancoin,Scrypt,TRUE,PoW/PoS,,35000000,35000000.00,1080
TRAID,Traid,NeoScrypt,TRUE,PoW/PoS,0,252000000,252000000.00,1081
TCHB,Teachers Blockchain,Scrypt,TRUE,PoW,,160000000,160000000.00,1082
MIODIO,MIODIOCOIN,Scrypt,TRUE,PoW,,80000000,80000000.00,1083
LTPC,Lightpaycoin,Quark,TRUE,PoS,,21000000,21000000.00,1084
HANA,Hanacoin,Lyra2REv2,FALSE,PoW,,122500000,122500000.00,1085
BTV,Bitvote,CryptoNight,TRUE,PoW/PoS,,21000000,21000000.00,1086
CRYP,CrypticCoin,Equihash,TRUE,PoW,4235111504,7600000000,7600000000.00,1087
BTXC,Bettex coin,XEVAN,TRUE,PoS,6787405.18,50000000,50000000.00,1088
ZEST,ZestCoin,Quark,TRUE,PoW,0,29300000,29300000.00,1089
XCASH,X-CASH,CryptoNight Heavy X,TRUE,PoW,0,1.00E+11,100000000000.00,1090
BRAZ,Brazio,HMQ1725,FALSE,PoW,75579791.71,207000000,207000000.00,1091
ACM,Actinium,Lyra2Z,TRUE,PoW,13634850,84000000,84000000.00,1092
LTZ,Litecoinz,Equihash,TRUE,PoW,,84000000,84000000.00,1093
ETHO,ETHER-1,Ethash,TRUE,PoW,0,13666237,13666237.00,1094
TWISTR,TWIST,SHA-512,FALSE,PoS,200000000,200000000,200000000.00,1095
MBTC,MicroBitcoin,Rainforest,TRUE,PoW,,2.10E+11,210000000000.00,1096
FOREX,FOREXCOIN,Scrypt,TRUE,PoW,,1000000000,1000000000.00,1097
BSV,Bitcoin SV,SHA-256,TRUE,PoW,17992514.65,21000000,21000000.00,1098
DACH,DACH Coin,Quark,FALSE,PoS,14303114.67,38000000,38000000.00,1099
AGM,Argoneum,PHI1612,FALSE,PoW,13969583.38,64000000,64000000.00,1100
ARMS,2Acoin,CryptoNight-V7,FALSE,PoW,,17910000,17910000.00,1101
BITM,BitMoney,XEVAN,TRUE,Pos,208515864.4,70000000000,70000000000.00,1102
B2G,Bitcoiin2Gen,Ethash,TRUE,PoW,0,100000000,100000000.00,1103
AUX,Auxilium,Keccak,FALSE,PoA,,300000000,300000000.00,1104
JMC,Junson Ming Chan Coin,X11,TRUE,PoS,17209923728,0,0.00,1105
FRED,FREDEnergy,CryptoNight,TRUE,PoW,1867054873,8080000000,8080000000.00,1106
ZND,Zenad,Quark,TRUE,POS / MN,0,46000000,46000000.00,1107
NGIN,Ngin,M00N,FALSE,PoW,,360000000,360000000.00,1108
GENX,Genesis Network,Equihash,TRUE,PoW,,4100000000,4100000000.00,1109
VTL,Vertical,Lyra2Z,TRUE,PoW,,35000000,35000000.00,1110
C25,C25 Coin,SkunkHash,TRUE,PoW,0,6100000,6100000.00,1111
HERB,HerbCoin,Quark,TRUE,PoW/PoS,35312185.74,54000000,54000000.00,1112
AQUA,Aquachain,Argon2,TRUE,PoW,0,42000000,42000000.00,1113
BBTC,BlakeBitcoin,Blake,FALSE,PoW,20595483.85,21000000,21000000.00,1114
UMO,Universal Molecule,Blake,TRUE,PoW,1578281.313,105120001.4,105120001.40,1115
LIT,Lithium,Blake,TRUE,PoW,15846721.25,25228800,25228800.00,1116
ELT,Electron,Blake,FALSE,PoW,24156921.99,7000000000,7000000000.00,1117
XNB,Xeonbit,CryptoNight,TRUE,PoW,,18400000,18400000.00,1118
RBTC,Smart Bitcoin,SHA-256,TRUE,PoW,0,20999764,20999764.00,1119
PIRATE,PirateCash,Equihash,TRUE,PoS,13475920,105000000,105000000.00,1120
EXO,Exosis,Exosis,TRUE,PoW,406091.925,21000000,21000000.00,1121
BLTG,Block-Logic,Scrypt,TRUE,PoW,35284717.17,120000000,120000000.00,1122
MIMI,MIMI Money,CryptoNight,FALSE,PoW,,1.00E+18,1000000000000000000.00,1123
OWC,Oduwa,Scrypt,TRUE,PoW/PoS,14777549.39,21000000,21000000.00,1124
BEAM,Beam,Equihash,TRUE,PoW,35687520,262800000,262800000.00,1125
GALI,Galilel,Quark,TRUE,PoW/PoS,18265011.25,19035999,19035999.00,1126
ZEX,Zaddex,Equihash,FALSE,PoW,,210000000,210000000.00,1127
BTH,Bithereum,Equihash,TRUE,PoW,25150787.5,30886000,30886000.00,1128
ARQ,ArQmA,CryptoNight-lite,TRUE,PoW,,50000000,50000000.00,1129
VEO,Amoveo,SHA-256,TRUE,PoW,,0,0.00,1130
CSPN,Crypto Sports,Quark,TRUE,PoS,1934701.675,13370000,13370000.00,1131
CREDIT,Credit,Scrypt,TRUE,PoW/PoS,30825710000,74800000000,74800000000.00,1132
SCRIBE,Scribe Network,Lyra2REv2,FALSE,PoW,6040583.73,32700000,32700000.00,1133
LYTX,LYTIX,QuarkTX,TRUE,PoW/PoS,,100000000,100000000.00,1134
SCA,SiaClassic,Blake2b,FALSE,PoW,,5000000000,5000000000.00,1135
LUNES,Lunes,Leased POS,TRUE,LPoS,,150728537.6,150728537.60,1136
SLC,SLICE,QuBit,TRUE,PoW,12925790.42,100000000,100000000.00,1137
DASHP,Dash Platinum,X11,TRUE,PoS,715659.4424,19700000,19700000.00,1138
NSD,Nasdacoin,Scrypt,TRUE,PoW/PoS,20546528.21,84000000,84000000.00,1139
VDL,Vidulum,Equihash1927,TRUE,PoW,0,100000000,100000000.00,1140
BEET,Beetle Coin,XEVAN,TRUE,PoW/PoS,198938144.4,500000000,500000000.00,1141
TTN,Titan Coin,SHA-256D,TRUE,PoW/PoS,896361168,5000000000,5000000000.00,1142
AWR,Award,X11,TRUE,PoW/PoS,15420234.54,420000000,420000000.00,1143
BST,BlockStamp,SHA-256,TRUE,PoW,0,105000000,105000000.00,1144
BLAST,BLAST,SHA-256,TRUE,PoW,52293836.63,64000000,64000000.00,1145
ESBC,ESBC,Quark,TRUE,PoS,,30000000,30000000.00,1146
VBK,VeriBlock,SHA-256,TRUE,PoW,,2100000000,2100000000.00,1147
